fid,sub score,from_user_id,comments_count,created_date,likes_count,shares_count,to_user,AF score
100000001126549_1125304994146194,,847,62,2018-12-28 17:00:00.000,823,0,100000001126549,847
100000001126549_1247695681907124,,17,0,2018-12-24 07:09:00.000,892,0,100000001126549,17
100000001126549_2216441715032511,,2055,68,2018-10-03 15:53:00.000,2061,0,100000001126549,2055
100000001126549_2220591361284213,,2100,58,2018-10-06 12:48:00.000,2081,0,100000001126549,2100
100000001126549_2222130227796993,,2054,55,2018-10-07 11:35:00.000,2043,0,100000001126549,2054
100000001126549_2225169494159733,,1108,18,2018-10-09 13:28:00.000,916,0,100000001126549,1108
100000001126549_2228027793873903,0,2295,270,2018-10-11 12:55:00.000,2083,51,100000001126549,2295
100000001126549_2229555987054417,0,1362,151,2018-10-12 13:46:00.000,1343,25,100000001126549,1362
100000001126549_2229589407051075,0,1596,658,2018-10-12 14:07:00.000,1549,42,100000001126549,1596
100000001126549_2235317796478236,0,1644,72,2018-10-16 14:02:00.000,1622,5,100000001126549,1644
100000001126549_2236032103073472,,1274,72,2018-10-17 01:15:00.000,1672,0,100000001126549,1274
100000001126549_2283197235023625,,1083,58,2018-11-16 01:01:00.000,1139,0,100000001126549,1083
100000001126549_2325582437451771,,16,79,2018-12-13 12:55:00.000,1096,0,100000001126549,16
100000001126549_2328383147171700,,12,41,2018-12-15 10:47:00.000,90,0,100000001126549,12
100000001126549_2328615753815106,,13,34,2018-12-15 14:20:00.000,1064,0,100000001126549,13
100000001126549_2330081977001817,,12,36,2018-12-16 14:28:38.283,73,0,100000001126549,12
100000001126549_2338567832819898,,11,60,2018-12-22 04:45:00.000,1034,0,100000001126549,11
100000001126549_2339004422776239,,14,76,2018-12-22 12:55:00.000,1328,0,100000001126549,14
100000001126549_2345833628759985,,885,79,2018-12-26 17:00:00.000,821,0,100000001126549,885
100000001126549_2346305765379438,,731,72,2018-12-26 17:00:00.000,702,0,100000001126549,731
100000001126549_2350411781635503,,1131,56,2018-12-29 17:00:00.000,901,0,100000001126549,1131
100000001126549_2352764191400262,,612,75,2018-12-30 17:00:00.000,555,0,100000001126549,612
100000088513227_1087589744587299,,1588,100,2018-12-18 06:23:00.323,1834,0,100000088513227,1588
100000088513227_1230208876992051,,1890,74,2018-12-16 14:18:00.000,2145,0,100000088513227,1890
100000088513227_1399568810056056,,2573,65,2018-11-22 03:44:00.000,1884,0,100000088513227,2573
100000088513227_1473433086002961,0,4737,0,2018-12-28 17:00:00.000,3279,1,100000088513227,4737
100000088513227_1832811350065131,,1203,84,2018-12-28 17:00:00.000,1699,0,100000088513227,1203
100000088513227_1858937537452512,,1768,71,2018-12-12 04:12:00.000,1919,0,100000088513227,1768
100000088513227_1919137454765853,,3540,87,2018-12-28 17:00:00.000,2303,0,100000088513227,3540
100000088513227_2131987346814195,,4318,65,2018-11-28 01:32:00.000,2593,0,100000088513227,4318
100000088513227_2174377385908524,,4,0,2018-10-01 00:22:00.000,4,0,100000088513227,4
100000088513227_2174377395908523,,2,0,2018-10-01 00:22:00.000,2,0,100000088513227,2
100000088513227_2174556875890575,0,2839,46,2018-10-01 04:12:00.000,1678,6,100000088513227,2839
100000088513227_2175771602435769,,18,5,2018-10-02 02:11:00.000,18,0,100000088513227,18
100000088513227_2178310358848560,0,3419,434,2018-10-04 04:13:00.000,1914,48,100000088513227,3419
100000088513227_2178792042133725,0,1856,72,2018-10-04 13:00:00.000,1266,6,100000088513227,1856
100000088513227_2179660728713523,,10,1,2018-10-05 02:48:00.000,8,0,100000088513227,10
100000088513227_2179676165378646,0,3254,81,2018-10-05 03:00:00.000,1552,14,100000088513227,3254
100000088513227_2182974611715468,0,2671,59,2018-10-07 12:00:00.000,716,13,100000088513227,2671
100000088513227_2184357228243873,0,3662,81,2018-10-08 13:00:00.000,1745,16,100000088513227,3662
100000088513227_2185163544829908,,3638,91,2018-10-09 03:44:00.000,1307,5,100000088513227,3638
100000088513227_2185598014786461,0,3498,118,2018-10-09 12:59:00.000,1283,18,100000088513227,3498
100000088513227_2185645538115042,0,3433,53,2018-10-09 12:00:00.000,1442,12,100000088513227,3433
100000088513227_2186987657980830,0,2869,107,2018-10-10 13:30:00.000,521,38,100000088513227,2869
100000088513227_2188281497851446,0,3553,89,2018-10-11 13:03:00.000,1622,16,100000088513227,3553
100000088513227_2189723877707208,,3,0,2018-10-12 15:20:00.000,3,0,100000088513227,3
100000088513227_2189723897707206,,4,0,2018-10-12 15:20:00.000,4,0,100000088513227,4
100000088513227_2190487654297497,0,1821,65,2018-10-13 05:00:00.000,360,9,100000088513227,1821
100000088513227_2192260540786875,,6,2,2018-10-14 13:10:00.000,5,0,100000088513227,6
100000088513227_2193617670651162,0,3722,79,2018-10-15 13:45:00.000,1619,11,100000088513227,3722
100000088513227_2194503710562558,,23,3,2018-10-16 05:18:00.000,20,0,100000088513227,23
100000088513227_2194912453855017,0,2745,100,2018-10-16 13:26:00.000,500,14,100000088513227,2745
100000088513227_2196117213734541,,2337,88,2018-10-17 12:02:00.000,736,3,100000088513227,2337
100000088513227_2196167753729487,0,2322,99,2018-10-17 12:58:00.000,401,12,100000088513227,2322
100000088513227_2197462650266664,,3157,108,2018-10-18 13:00:00.000,792,8,100000088513227,3157
100000088513227_2198846176794978,,2010,77,2018-10-19 12:59:00.000,885,14,100000088513227,2010
100000088513227_2200376646641931,,20,3,2018-10-20 15:54:00.000,16,0,100000088513227,20
100000088513227_2201282619884667,0,3407,69,2018-10-21 08:07:00.000,1674,10,100000088513227,3407
100000088513227_2201524066527189,0,3430,186,2018-10-21 12:58:00.000,2162,23,100000088513227,3430
100000088513227_2203557769657152,,10,2,2018-10-23 00:25:00.000,9,0,100000088513227,10
100000088513227_2203557776323818,,5,1,2018-10-23 00:25:00.000,4,0,100000088513227,5
100000088513227_2205023632843899,0,3229,80,2018-10-24 02:59:00.000,1292,11,100000088513227,3229
100000088513227_2209137862432476,,13,2,2018-10-27 04:47:00.000,11,0,100000088513227,13
100000088513227_2209230415756554,0,3757,84,2018-10-27 06:44:00.000,1674,5,100000088513227,3757
100000088513227_2209542919058637,0,3944,70,2018-10-27 13:02:00.000,1718,5,100000088513227,3944
100000088513227_2214377178575211,0,3391,147,2018-10-30 12:59:00.000,2077,5,100000088513227,3391
100000088513227_2214847981861464,,2995,62,2018-10-30 14:03:00.000,1589,8,100000088513227,2995
100000088513227_2216371128375816,0,2949,54,2018-10-31 05:18:00.000,1536,5,100000088513227,2949
100000088513227_2219013218111607,,1317,57,2018-11-01 04:41:00.000,1335,10,100000088513227,1317
100000088513227_2220346687978260,,1216,70,2018-11-02 03:04:00.000,1313,0,100000088513227,1216
100000088513227_2229273623752233,,1974,121,2018-11-08 11:57:00.000,2032,0,100000088513227,1974
100000088513227_2229404887072440,,1556,74,2018-11-08 13:33:00.000,1559,0,100000088513227,1556
100000088513227_2230180573661538,,1425,36,2018-11-08 14:00:00.000,1427,0,100000088513227,1425
100000088513227_2230441956968733,0,1948,182,2018-11-09 07:57:00.000,2000,1,100000088513227,1948
100000088513227_2230767960269466,,1893,54,2018-11-09 12:59:00.000,1915,0,100000088513227,1893
100000088513227_2231874550158807,,3,0,2018-11-10 07:40:00.000,3,0,100000088513227,3
100000088513227_2232148563464739,,1472,58,2018-11-10 12:59:00.000,1479,0,100000088513227,1472
100000088513227_2238675496145379,0,1491,538,2018-11-15 10:54:00.000,1486,160,100000088513227,1491
100000088513227_2238833696129559,0,1442,61,2018-11-15 13:28:00.000,1463,8,100000088513227,1442
100000088513227_2239541659392096,,1471,47,2018-11-16 01:06:00.000,1485,0,100000088513227,1471
100000088513227_2239692126043716,0,1573,53,2018-11-16 04:10:00.000,1573,6,100000088513227,1573
100000088513227_2240178412661754,0,1138,96,2018-11-16 13:07:00.000,1140,5,100000088513227,1138
100000088513227_2241058172573778,0,1824,119,2018-11-17 03:01:00.000,2107,18,100000088513227,1824
100000088513227_2241402765872652,0,1310,52,2018-11-17 09:00:00.000,1312,1,100000088513227,1310
100000088513227_2242699995742929,0,1513,87,2018-11-18 07:00:00.000,1536,5,100000088513227,1513
100000088513227_2244381622241433,0,1454,67,2018-11-19 12:30:00.000,1485,5,100000088513227,1454
100000088513227_2244450785567850,0,1886,119,2018-11-19 13:34:00.000,1927,10,100000088513227,1886
100000088513227_2245836412095954,0,1961,77,2018-11-20 12:30:00.000,1347,5,100000088513227,1961
100000088513227_2246333142046281,,1705,59,2018-11-21 01:19:00.000,1159,0,100000088513227,1705
100000088513227_2246813681998227,0,2048,600,2018-11-21 12:09:00.000,1302,157,100000088513227,2048
100000088513227_2246980865314842,0,2276,62,2018-11-21 14:35:00.000,1558,5,100000088513227,2276
100000088513227_2249277378418524,0,1950,551,2018-11-23 06:53:00.000,912,156,100000088513227,1950
100000088513227_2249300561749539,,2390,55,2018-11-23 07:21:00.000,1428,0,100000088513227,2390
100000088513227_2249495438396718,0,796,102,2018-11-23 11:10:00.000,564,17,100000088513227,796
100000088513227_2257864824226446,0,2546,67,2018-11-29 13:04:00.000,1186,3,100000088513227,2546
100000088513227_2260426743970254,0,3046,226,2018-12-01 09:57:00.000,1573,12,100000088513227,3046
100000088513227_2260612780618317,0,2368,72,2018-12-01 12:57:00.000,1103,6,100000088513227,2368
100000088513227_2261627913850137,0,2716,76,2018-12-02 03:40:00.000,1161,6,100000088513227,2716
100000088513227_2265020863510842,0,2977,73,2018-12-04 12:59:00.000,1317,3,100000088513227,2977
100000088513227_2266571706689091,0,2617,74,2018-12-05 13:03:00.000,1146,1,100000088513227,2617
100000088513227_2267456993267229,0,1102,56,2018-12-06 03:06:00.000,1108,11,100000088513227,1102
100000088513227_2270603319619263,0,1550,278,2018-12-08 06:01:00.000,1555,16,100000088513227,1550
100000088513227_2270993896246872,,1455,66,2018-12-08 12:59:00.000,1460,0,100000088513227,1455
100000088513227_2277162158963379,0,1502,70,2018-12-12 13:01:00.000,1458,5,100000088513227,1502
100000088513227_2279942568685338,0,1607,71,2018-12-14 13:04:00.000,1597,10,100000088513227,1607
100000088513227_2282334508446144,0,1864,177,2018-12-16 03:32:00.000,1858,17,100000088513227,1864
100000088513227_2283733344972927,0,1790,94,2018-12-17 02:57:00.000,1769,34,100000088513227,1790
100000088513227_2284243328255262,,1496,52,2018-12-17 12:16:00.000,1494,0,100000088513227,1496
100000088513227_2285403144805947,,1469,58,2018-12-18 09:23:00.322,1467,0,100000088513227,1469
100000088513227_2286369721375956,,1203,82,2018-12-19 00:32:00.000,1202,0,100000088513227,1203
100000088513227_2287049964641265,0,1424,118,2018-12-19 13:03:00.000,1418,12,100000088513227,1424
100000088513227_2288256604520601,0,1174,68,2018-12-20 10:04:00.000,1170,2,100000088513227,1174
100000088513227_2288408484505413,0,1736,85,2018-12-20 12:31:00.000,2224,12,100000088513227,1736
100000088513227_2288508674495394,0,1327,222,2018-12-20 14:02:00.000,1283,65,100000088513227,1327
100000088513227_2291363207543274,1616,1613,77,2018-12-22 13:00:00.000,1539,9,100000088513227,3229
100000088513227_2295346690478259,,1332,61,2018-12-24 17:00:00.000,1113,0,100000088513227,1332
100000088513227_2296320150380913,0,1732,75,2018-12-25 17:00:00.000,1357,5,100000088513227,1732
100000088513227_2296915106988084,0,1492,60,2018-12-25 17:00:00.000,1316,5,100000088513227,1492
100000088513227_2297678143578447,0,1663,165,2018-12-26 17:00:00.000,1554,22,100000088513227,1663
100000088513227_2297969950215933,,1223,65,2018-12-26 17:00:00.000,1058,0,100000088513227,1223
100000088513227_2298366276842967,0,1864,236,2018-12-26 17:00:00.000,1735,104,100000088513227,1864
100000088513227_2299264430086485,0,1199,101,2018-12-27 17:00:00.000,1189,21,100000088513227,1199
100000088513227_2299684770044451,,327,32,2018-12-27 17:00:00.000,320,0,100000088513227,327
100000088513227_2299744576705137,0,1677,156,2018-12-27 17:00:00.000,1671,20,100000088513227,1677
100000088513227_2300560176623577,,1526,41,2018-12-28 17:00:00.000,1518,0,100000088513227,1526
100000088513227_2303432596336335,,1701,62,2018-12-30 17:00:00.000,1697,0,100000088513227,1701
100000088513227_2304031239609804,0,1435,159,2018-12-30 17:00:00.000,1430,15,100000088513227,1435
100000088513227_2312800532066208,0,1104,68,2018-12-30 17:00:00.000,1098,4,100000088513227,1104
100000106878122_1363714726975410,0,3318,0,2018-12-29 17:00:00.000,2268,1,100000106878122,3318
100000106878122_1804499219563623,,3798,0,2018-12-20 08:01:00.000,3103,0,100000106878122,3798
100000106878122_1876268355720042,,1835,72,2018-10-31 03:39:00.000,1908,0,100000106878122,1835
100000106878122_1904579452888932,,3875,0,2018-12-21 02:55:00.000,3147,0,100000106878122,3875
100000106878122_1911280738885470,,2268,109,2018-10-02 03:12:00.000,2371,0,100000106878122,2268
100000106878122_2052563968090479,,2499,8,2018-10-19 08:05:00.000,2438,0,100000106878122,2499
100000106878122_2112791678734374,,2254,9,2018-11-29 02:09:00.000,2222,0,100000106878122,2254
100000106878122_2178288412184700,,2060,10,2018-11-27 03:20:00.000,2199,0,100000106878122,2060
100000106878122_2235129166500624,,3310,0,2018-12-25 17:00:00.000,1970,0,100000106878122,3310
100000106878122_2254565921223615,,3442,92,2018-11-05 08:55:00.000,3489,0,100000106878122,3442
100000106878122_2266905893322951,,2146,60,2018-10-09 04:00:00.000,2214,0,100000106878122,2146
100000106878122_2308857829127757,,1994,54,2018-10-03 12:48:00.000,1987,0,100000106878122,1994
100000106878122_2313021168711423,,2177,61,2018-10-06 12:48:00.000,2163,13,100000106878122,2177
100000106878122_2318955511451322,0,2034,74,2018-10-10 13:19:00.000,1994,9,100000106878122,2034
100000106878122_2320365077977032,0,2092,103,2018-10-11 13:26:00.000,2059,11,100000106878122,2092
100000106878122_2322689304411276,,1940,84,2018-10-13 03:49:00.000,1916,5,100000106878122,1940
100000106878122_2324257884254418,0,2196,74,2018-10-14 02:00:00.000,2167,0,100000106878122,2196
100000106878122_2328603993819807,0,2021,70,2018-10-17 12:50:00.000,2015,6,100000106878122,2021
100000106878122_2329632300383643,,3364,99,2018-10-18 07:35:00.000,2052,4,100000106878122,3364
100000106878122_2329910763689130,,2852,52,2018-10-18 12:55:00.000,1613,3,100000106878122,2852
100000106878122_2332572316756308,,1615,72,2018-10-20 12:24:00.000,1621,0,100000106878122,1615
100000106878122_2338296999517173,0,1822,81,2018-10-24 13:00:00.000,1826,11,100000106878122,1822
100000106878122_2342099919136881,,2059,64,2018-10-27 04:04:00.000,2043,0,100000106878122,2059
100000106878122_2342394672440739,,2097,69,2018-10-27 10:29:00.000,2068,0,100000106878122,2097
100000106878122_2349786621701544,,2041,58,2018-10-30 12:13:00.000,2027,0,100000106878122,2041
100000106878122_2352133281466878,0,2078,81,2018-10-31 14:07:30.131,2070,16,100000106878122,2078
100000106878122_2352194021460804,,2038,74,2018-10-31 14:07:30.128,2035,0,100000106878122,2038
100000106878122_2356960770984129,,1538,62,2018-11-03 13:15:00.000,1654,0,100000106878122,1538
100000106878122_2375685049111701,0,1888,77,2018-11-16 13:05:00.000,1871,5,100000106878122,1888
100000106878122_2393546987325507,0,1714,99,2018-11-28 10:04:00.000,1730,5,100000106878122,1714
100000106878122_2393739333972939,0,1538,102,2018-11-28 12:56:00.000,1552,3,100000106878122,1538
100000106878122_2399685973378275,,2076,86,2018-12-02 12:59:00.000,1489,0,100000106878122,2076
100000106878122_2402905563056316,,1988,74,2018-12-04 12:49:00.000,1740,0,100000106878122,1988
100000106878122_2413943851952487,,1400,91,2018-12-11 07:43:00.000,1402,0,100000106878122,1400
100000106878122_2426795927333946,,1075,50,2018-12-19 09:05:00.000,1514,0,100000106878122,1075
100000106878122_2427024153977790,0,799,128,2018-12-19 13:03:00.000,2165,12,100000106878122,799
100000106878122_2428105050536367,,571,79,2018-12-20 06:16:00.000,1245,3,100000106878122,571
100000106878122_2428480663832139,,488,71,2018-12-20 12:12:00.000,1042,0,100000106878122,488
100000106878122_2429555877057951,0,388,163,2018-12-21 04:46:00.000,1627,7,100000106878122,388
100000106878122_2431487210198151,,1065,127,2018-12-22 12:36:00.000,1396,10,100000106878122,1065
100000106878122_2436330533047152,,2095,136,2018-12-24 17:00:00.000,1760,12,100000106878122,2095
100000106878122_2439512026062336,,1336,56,2018-12-26 17:00:00.000,594,0,100000106878122,1336
100000106878122_2440938765919662,,1478,75,2018-12-27 17:00:00.000,1489,5,100000106878122,1478
100000106878122_2443849722295233,,1314,72,2018-12-29 17:00:00.000,1332,0,100000106878122,1314
100000106878122_2444988468848025,,992,73,2018-12-30 17:00:00.000,1004,0,100000106878122,992
100000197527970_2409923092357585,,1037,92,2018-12-27 17:00:00.000,1017,0,100000197527970,1037
100000197527970_2442289729120921,824,1,34,2018-12-08 08:40:00.000,790,0,100000197527970,825
100000197527970_2471444559538771,0,1145,54,2018-12-29 17:00:00.000,1126,8,100000197527970,1145
100000197527970_2473176102698950,0,1317,55,2018-12-30 17:00:00.000,1287,10,100000197527970,1317
100000197527970_2473880105961883,0,956,65,2018-12-30 17:00:00.000,948,10,100000197527970,956
100000216274240_1121525161198016,,11,90,2018-12-15 08:33:00.000,1135,0,100000216274240,11
100000216274240_1263860130297851,,1143,10,2018-10-26 16:22:00.000,1539,0,100000216274240,1143
100000216274240_1570551402962054,,1330,10,2018-10-31 03:55:00.000,1516,0,100000216274240,1330
100000216274240_1707247092625817,,1171,47,2018-11-10 13:01:00.000,1769,0,100000216274240,1171
100000216274240_2076065545743968,,1768,84,2018-12-24 12:52:00.000,2038,0,100000216274240,1768
100000216274240_2163424753674713,,1451,70,2018-12-11 11:59:01.800,1654,0,100000216274240,1451
100000216274240_2269241539759700,,231,59,2018-12-11 11:59:01.804,1631,0,100000216274240,231
100000216274240_2324295830920937,,412,75,2018-11-08 01:48:00.000,1708,0,100000216274240,412
100000216274240_2404233619593824,,120,46,2018-11-08 19:21:27.805,806,0,100000216274240,120
100000216274240_2431708200179699,,2155,74,2018-12-24 12:54:00.000,1926,0,100000216274240,2155
100000216274240_2496194930397692,,1826,97,2018-12-05 00:43:00.000,1892,0,100000216274240,1826
100000216274240_2523307367686448,,1972,89,2018-12-06 10:11:00.000,2122,0,100000216274240,1972
100000216274240_2542988169051701,,16,137,2018-12-13 09:19:00.000,1777,0,100000216274240,16
100000216274240_2550721611611690,0,2328,62,2018-10-01 12:44:00.000,2317,3,100000216274240,2328
100000216274240_2553473388003179,0,2068,76,2018-10-03 13:00:00.000,2059,5,100000216274240,2068
100000216274240_2554865114530673,0,1046,81,2018-10-04 13:59:57.523,1023,6,100000216274240,1046
100000216274240_2556275547722963,0,88,90,2018-10-05 13:25:00.000,2287,4,100000216274240,88
100000216274240_2557639180919933,0,2078,58,2018-10-06 12:44:00.000,2055,5,100000216274240,2078
100000216274240_2560715413945643,0,2020,74,2018-10-08 11:58:00.000,1976,7,100000216274240,2020
100000216274240_2562127427137775,0,2151,88,2018-10-09 12:36:00.000,2125,6,100000216274240,2151
100000216274240_2566486200035231,0,2048,73,2018-10-12 12:57:00.000,2069,5,100000216274240,2048
100000216274240_2567622283254956,0,2059,68,2018-10-13 07:15:00.000,2042,5,100000216274240,2059
100000216274240_2570193696331148,,1092,87,2018-10-15 00:59:00.000,1066,0,100000216274240,1092
100000216274240_2570893316261186,0,1663,58,2018-10-15 13:17:00.000,1610,5,100000216274240,1663
100000216274240_2572287926121725,0,2023,65,2018-10-16 12:59:00.000,2015,5,100000216274240,2023
100000216274240_2574877145862803,,1965,67,2018-10-18 09:52:00.000,1994,0,100000216274240,1965
100000216274240_2575072912509893,,1993,53,2018-10-18 13:04:00.000,2089,0,100000216274240,1993
100000216274240_2575128879170963,,114,11,2018-10-18 13:56:00.000,113,0,100000216274240,114
100000216274240_2576536042363580,,2079,80,2018-10-19 13:03:00.000,2129,0,100000216274240,2079
100000216274240_2585075428176308,0,2052,83,2018-10-25 13:03:00.000,2042,23,100000216274240,2052
100000216274240_2587460811271103,0,2073,64,2018-10-27 03:01:00.000,2058,5,100000216274240,2073
100000216274240_2589795197704331,0,2031,75,2018-10-28 07:29:00.000,2025,18,100000216274240,2031
100000216274240_2591803404170177,0,617,62,2018-10-29 04:02:00.000,611,3,100000216274240,617
100000216274240_2597785600238624,,2114,100,2018-10-31 09:26:11.380,2192,0,100000216274240,2114
100000216274240_2597813270235857,0,2027,73,2018-10-31 09:26:11.378,2079,5,100000216274240,2027
100000216274240_2605731376110713,,741,59,2018-11-05 10:11:00.000,669,1,100000216274240,741
100000216274240_2609594152391102,,753,68,2018-11-08 02:20:00.000,738,0,100000216274240,753
100000216274240_2611697458847438,0,2071,53,2018-11-09 13:02:00.000,2099,6,100000216274240,2071
100000216274240_2613124552038062,,1534,66,2018-11-10 13:09:00.000,1521,0,100000216274240,1534
100000216274240_2614037851946732,0,2065,258,2018-11-11 04:02:00.000,2062,5,100000216274240,2065
100000216274240_2640819219268595,,1427,74,2018-12-08 11:23:00.000,1255,0,100000216274240,1427
100000216274240_2654213961262454,0,1623,44,2018-12-08 03:30:00.000,1486,6,100000216274240,1623
100000216274240_2654423651241485,0,2077,163,2018-12-08 07:11:00.000,1958,7,100000216274240,2077
100000216274240_2654756267874890,0,1271,56,2018-12-08 12:42:00.000,1004,3,100000216274240,1271
100000216274240_2659420610741789,,1499,50,2018-12-11 11:59:01.798,1506,0,100000216274240,1499
100000216274240_2663772703639913,0,16,185,2018-12-14 07:51:00.000,2144,5,100000216274240,16
100000216274240_2664114040272446,0,11,63,2018-12-14 13:14:00.000,1518,2,100000216274240,11
100000216274240_2666494436701073,0,21,59,2018-12-16 01:20:00.000,1025,10,100000216274240,21
100000216274240_2679585385391978,0,423,79,2018-12-24 12:57:00.000,701,10,100000216274240,423
100000216274240_2681162971900886,,1215,53,2018-12-24 17:00:00.000,1208,5,100000216274240,1215
100000216274240_2682892155061301,0,1709,192,2018-12-25 17:00:00.000,1672,11,100000216274240,1709
100000216274240_2685224304828086,,994,69,2018-12-27 17:00:00.000,918,0,100000216274240,994
100000216274240_2687354397948410,,787,52,2018-12-28 17:00:00.000,688,0,100000216274240,787
100000216274240_839189056098296,,409,37,2018-12-24 12:53:00.000,791,0,100000216274240,409
100000221670533_1579767782040596,,1408,0,2018-12-24 17:00:00.000,1776,1,100000221670533,1408
100000221670533_2010122742338429,,914,0,2018-12-24 17:00:00.000,1926,0,100000221670533,914
100000271946723_10216166919426269,0,1437,8,2018-10-17 04:47:00.000,1532,6,100000271946723,1437
100000271946723_1160960493923004,0,1456,10,2018-10-01 04:15:00.000,1705,4,100000271946723,1456
100000271946723_1167850346567352,0,1735,9,2018-10-26 12:59:00.000,2058,3,100000271946723,1735
100000271946723_1203299399689113,,1893,9,2018-10-05 03:32:00.000,2281,2,100000271946723,1893
100000271946723_1242601325758920,0,1683,0,2018-12-26 17:00:00.000,1277,3,100000271946723,1683
100000271946723_1721674734518241,0,1398,75,2018-10-03 08:33:00.000,1580,3,100000271946723,1398
100000271946723_1947683815250664,0,1490,81,2018-10-19 00:30:00.000,1677,4,100000271946723,1490
100000271946723_1962863257066053,0,1641,87,2018-11-07 01:48:00.000,1787,6,100000271946723,1641
100000271946723_2002335553118823,0,1856,0,2018-12-15 07:05:00.000,1622,7,100000271946723,1856
100000271946723_2010500098969035,0,1468,87,2018-12-28 17:00:00.000,1661,5,100000271946723,1468
100000271946723_2099746716711039,0,1418,10,2018-10-27 03:45:00.000,1637,5,100000271946723,1418
100000271946723_2134594939892883,0,1215,61,2018-10-03 13:02:00.000,1219,3,100000271946723,1215
100000271946723_2136013299751047,0,937,23,2018-10-04 14:05:33.298,940,5,100000271946723,937
100000271946723_2138665716152472,0,2603,53,2018-10-06 12:44:00.000,2631,4,100000271946723,2603
100000271946723_2138698326149211,0,2153,62,2018-10-06 13:16:00.000,2149,4,100000271946723,2153
100000271946723_2140971912588519,0,1762,67,2018-10-08 02:08:00.000,1750,5,100000271946723,1762
100000271946723_2143154999036877,0,1579,51,2018-10-09 12:28:00.000,1555,4,100000271946723,1579
100000271946723_2148783998473977,0,1984,66,2018-10-13 07:16:00.000,1984,4,100000271946723,1984
100000271946723_2153153711370339,0,2201,100,2018-10-16 13:02:00.000,2158,0,100000271946723,2201
100000271946723_2154492237903153,0,2031,71,2018-10-17 13:16:00.000,2018,0,100000271946723,2031
100000271946723_2155422551143455,,1868,61,2018-10-18 06:48:00.000,1600,4,100000271946723,1868
100000271946723_2156480314371012,,1349,50,2018-10-19 02:03:00.000,1357,3,100000271946723,1349
100000271946723_2159545850731125,,2035,76,2018-10-21 09:24:00.000,2034,5,100000271946723,2035
100000271946723_2159752200710490,,2010,55,2018-10-21 13:24:32.017,2016,0,100000271946723,2010
100000271946723_2165054196846957,0,1619,104,2018-10-25 13:00:00.000,1649,5,100000271946723,1619
100000271946723_2166110450074665,0,1301,60,2018-10-26 03:37:00.000,1327,5,100000271946723,1301
100000271946723_2166593433359700,0,2048,64,2018-10-26 13:02:00.000,2066,5,100000271946723,2048
100000271946723_2188612497824460,0,1447,62,2018-11-09 13:01:00.000,1482,3,100000271946723,1447
100000271946723_2225972637421779,0,1379,64,2018-12-06 02:00:00.000,1404,4,100000271946723,1379
100000271946723_2227718997247143,0,939,52,2018-12-07 06:29:00.000,964,2,100000271946723,939
100000271946723_2229278497091193,0,1074,60,2018-12-08 06:31:00.000,1087,5,100000271946723,1074
100000271946723_2232599930092383,0,1657,62,2018-12-10 13:02:00.000,1925,5,100000271946723,1657
100000271946723_2234297673255942,0,851,48,2018-12-11 13:20:00.000,1003,5,100000271946723,851
100000271946723_2238408822844827,0,23,137,2018-12-14 08:15:00.000,1225,9,100000271946723,23
100000271946723_2250192364999806,0,410,55,2018-12-22 13:04:00.000,766,4,100000271946723,410
100000271946723_2252896084729434,0,419,59,2018-12-24 11:59:00.000,772,7,100000271946723,419
100000271946723_2252961841389525,0,413,59,2018-12-24 13:02:00.000,834,3,100000271946723,413
100000271946723_2257434657608910,,997,50,2018-12-26 17:00:00.000,963,4,100000271946723,997
100000271946723_2258856860800023,0,1389,68,2018-12-27 17:00:00.000,1328,5,100000271946723,1389
100000271946723_2259991384019904,1,1189,203,2018-12-28 17:00:00.000,1062,58,100000271946723,1190
100000271946723_2261340137218362,0,1103,62,2018-12-29 17:00:00.000,1025,5,100000271946723,1103
100000271946723_634725149879877,,2480,10,2018-10-28 14:17:00.000,2696,10,100000271946723,2480
100000271946723_639997219500123,0,3334,0,2018-12-24 17:00:00.000,2420,3,100000271946723,3334
100000271946723_721457724539952,0,3337,0,2018-12-24 06:11:00.000,2837,5,100000271946723,3337
100000271946723_803721019646955,0,1431,89,2018-10-10 13:19:00.000,1651,3,100000271946723,1431
100000334878230_2080986438589165,,732,0,2018-12-25 17:00:00.000,714,0,100000334878230,732
100000339992442_1994635617224419,,1067,37,2018-10-01 17:03:00.000,1063,0,100000339992442,1067
100000339992442_1995740963780551,,46,31,2018-10-02 15:07:00.000,44,0,100000339992442,46
100000339992442_1997766390244675,0,474,53,2018-10-04 05:10:00.000,482,6,100000339992442,474
100000339992442_2002314446456536,,1302,83,2018-10-07 13:04:00.000,1291,0,100000339992442,1302
100000339992442_2007682179253096,,1122,74,2018-10-11 14:40:00.000,1108,0,100000339992442,1122
100000339992442_2009846879036626,,1074,72,2018-10-13 07:12:00.000,1073,0,100000339992442,1074
100000339992442_2018525281502119,,1175,72,2018-10-20 03:31:00.000,1172,0,100000339992442,1175
100000339992442_2020027898018524,0,1334,86,2018-10-21 07:00:00.000,1329,6,100000339992442,1334
100000339992442_2029008340453813,,56,18,2018-10-28 07:32:00.000,55,0,100000339992442,56
100000339992442_2046645178690129,,369,50,2018-11-08 15:51:00.000,362,0,100000339992442,369
100000339992442_2048553511832629,0,326,25,2018-11-10 01:35:00.000,324,1,100000339992442,326
