fid,sub score,from_user_id,comments_count,created_date,likes_count,shares_count,to_user,AF score
100006962615305_1914897768752292,0,2108,9,2018-10-09 09:05:00.000,2049,5,100006962615305,2108
100006962615305_1917613075147428,,1851,10,2018-10-18 08:30:38.525,2099,0,100006962615305,1851
100006962615305_1922041274704608,0,1406,0,2018-12-27 17:00:00.000,1612,0,100006962615305,1406
100006962615305_1987282381513830,,1846,10,2018-10-09 08:47:00.000,2063,0,100006962615305,1846
100006962615305_2008626519379416,,1473,0,2018-12-13 02:33:00.000,1535,0,100006962615305,1473
100006962615305_2015390462036355,,1740,10,2018-12-07 08:05:00.000,1743,0,100006962615305,1740
100006962615305_2188780691363997,,1456,84,2018-11-11 09:19:00.000,2193,1,100006962615305,1456
100006962615305_2212315482343851,,1114,50,2018-10-04 08:05:00.000,1120,0,100006962615305,1114
100006962615305_2215568485351884,0,2665,60,2018-10-10 03:51:00.000,2052,1,100006962615305,2665
100006962615305_2252379845004081,,1187,59,2018-12-10 10:19:10.873,1175,0,100006962615305,1187
100006962615305_2255445114697554,0,12,66,2018-12-14 13:24:00.000,958,4,100006962615305,12
100006962615305_2261559057419493,0,411,42,2018-12-24 13:15:00.000,876,1,100006962615305,411
100007251934595_2194189014166142,0,757,50,2018-12-28 17:00:00.000,701,5,100007251934595,757
100007251934595_2194199557498421,,124,37,2018-12-28 17:00:00.000,121,0,100007251934595,124
100009245697661_2048288165489353,,13,5,2018-10-08 09:13:00.000,9,0,100009245697661,13
100009245697661_2145564442428391,,4,1,2018-10-01 08:33:00.000,4,0,100009245697661,4
100009245697661_2146054875712681,0,12,1,2018-10-02 03:01:00.000,10,1,100009245697661,12
100009245697661_2146689095649259,,12,0,2018-10-03 02:35:00.000,12,1,100009245697661,12
100009245697661_2148035085514660,,17,0,2018-10-05 04:56:00.000,17,0,100009245697661,17
100009245697661_2148123172172518,,3,0,2018-10-05 09:15:00.000,3,0,100009245697661,3
100009245697661_2151779815140187,,10,3,2018-10-11 08:23:00.000,7,0,100009245697661,10
100009245697661_2153036631681172,,5,1,2018-10-13 08:29:00.000,5,0,100009245697661,5
100009245697661_2154867228164779,,6,0,2018-10-16 08:23:00.000,6,0,100009245697661,6
100009245697661_2169699783348190,,3,0,2018-11-07 03:00:00.000,3,0,100009245697661,3
100009245697661_2170406436610858,,5,0,2018-11-08 02:53:00.000,5,0,100009245697661,5
100009245697661_2170520646599437,,8,1,2018-11-08 08:07:00.000,7,0,100009245697661,8
100009245697661_2201172776867557,,6,0,2018-12-21 03:26:00.000,6,0,100009245697661,6
100009245697661_2201199550198213,,50,6,2018-12-21 04:41:00.000,46,1,100009245697661,50
100009245697661_2203091196675715,,4,0,2018-12-24 02:28:00.000,4,0,100009245697661,4
100009426641769_1588120671512139,,1755,0,2018-12-25 17:00:00.000,1958,0,100009426641769,1755
100009426641769_1613659202291619,0,1695,13,2018-10-16 11:54:00.000,1920,4,100009426641769,1695
100009426641769_1759113751079496,0,2384,0,2018-12-24 17:00:00.000,1752,0,100009426641769,2384
100009426641769_1776604665997071,,1509,13,2018-10-16 12:12:00.000,1659,0,100009426641769,1509
100009426641769_1943265209331015,0,1895,0,2018-12-27 17:00:00.000,1373,0,100009426641769,1895
100009426641769_2065994767058058,,1217,10,2018-10-15 01:40:00.000,1266,0,100009426641769,1217
100009426641769_2108434789480722,,1576,149,2018-10-15 01:42:00.000,1648,0,100009426641769,1576
100009426641769_2111712719152929,,17,0,2018-12-16 10:48:41.347,1558,0,100009426641769,17
100009426641769_2161384957519038,,449,148,2018-12-21 05:44:00.000,1487,1,100009426641769,449
100009426641769_2171429426514591,,2601,0,2018-12-27 17:00:00.000,1817,0,100009426641769,2601
100009426641769_2206173509706849,0,1640,0,2018-12-28 17:00:00.000,1747,0,100009426641769,1640
100009426641769_2217657075225159,,1569,104,2018-10-03 10:26:00.000,1573,0,100009426641769,1569
100009426641769_2219664285024438,,2014,69,2018-10-05 22:40:00.000,2003,0,100009426641769,2014
100009426641769_2222431314747735,0,1718,92,2018-10-10 12:19:00.000,1692,4,100009426641769,1718
100009426641769_2224355024555364,0,1865,174,2018-10-13 09:47:00.000,1816,5,100009426641769,1865
100009426641769_2224841741173359,0,2355,297,2018-10-14 02:57:00.000,2255,56,100009426641769,2355
100009426641769_2225078434483023,0,2058,76,2018-10-14 12:05:00.000,2047,3,100009426641769,2058
100009426641769_2239237496400450,0,754,10,2018-11-15 09:54:00.000,768,2,100009426641769,754
100009426641769_2245881485736051,,978,114,2018-11-13 12:36:00.000,990,0,100009426641769,978
100009426641769_2246581375666062,0,1218,74,2018-11-14 12:29:00.000,1228,3,100009426641769,1218
100009426641769_2267601856897347,0,19,135,2018-12-13 01:46:00.000,865,3,100009426641769,19
100009426641769_2268369780153888,0,15,149,2018-12-14 03:38:00.000,1101,4,100009426641769,15
100009426641769_2268657893458410,0,14,88,2018-12-14 13:00:00.000,1146,3,100009426641769,14
100009426641769_2273556492968550,0,420,123,2018-12-20 22:05:00.000,1337,1,100009426641769,420
100009426641769_2274929419497924,,420,98,2018-12-22 22:03:00.000,618,0,100009426641769,420
100009426641769_2279875799003286,,893,51,2018-12-28 17:00:00.000,821,1,100009426641769,893
100009426641769_2281176328873233,,1128,109,2018-12-30 17:00:00.000,1039,0,100009426641769,1128
100009426641769_2281641455493387,0,944,64,2018-12-30 17:00:00.000,925,1,100009426641769,944
100009513077072_2198668350460246,,1,0,2018-12-28 17:00:00.000,1,0,100009513077072,1
100010392674593_1000184083671338,,23,7,2018-12-04 03:51:00.000,17,0,100010392674593,23
100010392674593_1001147716908308,,21,4,2018-12-05 04:20:00.000,17,0,100010392674593,21
100010392674593_1001978980158515,,17,4,2018-12-06 02:25:00.000,14,0,100010392674593,17
100010392674593_1002146390141774,,14,4,2018-12-06 07:11:00.000,14,0,100010392674593,14
100010392674593_1002173626805717,,4,0,2018-12-06 08:16:00.000,4,0,100010392674593,4
100010392674593_1002990556724024,,8,1,2018-12-07 02:52:00.000,8,0,100010392674593,8
100010392674593_1004062213283525,,3,0,2018-12-08 01:55:00.000,3,0,100010392674593,3
100010392674593_1004314253258321,,7,0,2018-12-08 07:18:00.000,7,0,100010392674593,7
100010392674593_1005120103177736,,34,24,2018-12-09 02:34:00.000,12,0,100010392674593,34
100010392674593_1006008543088892,,18,4,2018-12-10 02:31:00.000,16,0,100010392674593,18
100010392674593_1006207236402356,,8,1,2018-12-10 07:07:00.000,8,1,100010392674593,8
100010392674593_1006401779716235,0,6,0,2018-12-10 13:00:00.000,6,2,100010392674593,6
100010392674593_1008080412881705,,3,0,2018-12-12 02:05:00.000,3,0,100010392674593,3
100010392674593_1008085399547873,,20,2,2018-12-12 02:11:00.000,18,0,100010392674593,20
100010392674593_1008994456123634,,29,9,2018-12-13 02:30:00.000,21,0,100010392674593,29
100010392674593_1009168339439579,,9,3,2018-12-13 08:05:00.000,6,0,100010392674593,9
100010392674593_1009890686034011,,7,0,2018-12-14 02:27:00.000,7,0,100010392674593,7
100010392674593_1010732052616541,0,27,2,2018-12-15 02:08:00.000,16,37,100010392674593,27
100010392674593_1012470455776034,,6,0,2018-12-17 02:59:00.000,7,0,100010392674593,6
100010392674593_1014244412265305,,11,1,2018-12-19 03:12:00.000,12,0,100010392674593,11
100010392674593_1014387258917687,0,21,1,2018-12-19 07:01:00.000,17,11,100010392674593,21
100010392674593_1015313868825026,,8,2,2018-12-20 07:50:00.000,7,0,100010392674593,8
100010392674593_1016043465418733,0,17,4,2018-12-21 02:19:00.000,16,1,100010392674593,17
100010392674593_1016268958729517,,12,1,2018-12-21 07:15:00.000,12,0,100010392674593,12
100010392674593_1017136208642792,,5,0,2018-12-22 08:34:00.000,5,1,100010392674593,5
100010392674593_1017165801973166,,9,3,2018-12-22 09:54:00.000,7,0,100010392674593,9
100010392674593_1017873345235745,0,64,8,2018-12-23 02:41:00.000,55,4,100010392674593,64
100010392674593_1018728948483518,,7,0,2018-12-24 02:08:00.000,8,1,100010392674593,7
100010392674593_1018778278478585,,8,1,2018-12-24 03:36:00.000,7,0,100010392674593,8
100010392674593_1020407248315688,,19,7,2018-12-26 02:44:00.000,16,1,100010392674593,19
100010392674593_698176497205433,,16,3,2018-10-08 11:48:00.000,18,0,100010392674593,16
100010392674593_940438269645920,,15,3,2018-10-01 04:52:00.000,13,0,100010392674593,15
100010392674593_940503476306066,,13,2,2018-10-01 07:44:00.000,11,0,100010392674593,13
100010392674593_941244916231922,,10,1,2018-10-02 04:15:00.000,10,0,100010392674593,10
100010392674593_941340066222407,,21,6,2018-10-02 07:03:00.000,17,0,100010392674593,21
100010392674593_941530032870077,,7,0,2018-10-02 13:28:00.000,8,0,100010392674593,7
100010392674593_942044092818671,,19,7,2018-10-03 02:40:00.000,13,1,100010392674593,19
100010392674593_942209119468835,,8,0,2018-10-03 08:44:21.669,8,0,100010392674593,8
100010392674593_942314819458265,0,41,19,2018-10-03 12:44:21.666,23,3,100010392674593,41
100010392674593_943749462648134,,29,12,2018-10-05 02:30:00.000,20,0,100010392674593,29
100010392674593_944097362613344,0,32,4,2018-10-05 14:14:00.000,15,34,100010392674593,32
100010392674593_944525519237195,,15,3,2018-10-06 02:02:00.000,13,0,100010392674593,15
100010392674593_944697685886645,,10,1,2018-10-06 07:01:00.000,10,0,100010392674593,10
100010392674593_945301342492946,0,26,9,2018-10-07 02:58:00.000,20,1,100010392674593,26
100010392674593_946109595745454,,13,3,2018-10-08 02:36:00.000,12,0,100010392674593,13
100010392674593_946197792403301,,13,3,2018-10-08 04:35:00.000,12,0,100010392674593,13
100010392674593_946313009058446,0,15,1,2018-10-08 08:57:00.000,12,2,100010392674593,15
100010392674593_946369019052845,,2,0,2018-10-08 11:01:00.000,2,0,100010392674593,2
100010392674593_946947782328302,,19,6,2018-10-09 02:34:00.000,16,0,100010392674593,19
100010392674593_947855722237508,,21,5,2018-10-10 02:47:00.000,17,0,100010392674593,21
100010392674593_947976775558736,,10,4,2018-10-10 07:07:00.000,7,0,100010392674593,10
100010392674593_948664352156645,,18,6,2018-10-11 02:13:00.000,13,0,100010392674593,18
100010392674593_948857308804016,,13,0,2018-10-11 07:15:00.000,14,0,100010392674593,13
100010392674593_949007232122357,0,10,0,2018-10-11 13:22:00.000,10,3,100010392674593,10
100010392674593_949605952062485,,5,0,2018-10-12 01:58:00.000,6,0,100010392674593,5
100010392674593_949809072042173,,11,5,2018-10-12 07:14:00.000,6,0,100010392674593,11
100010392674593_949876628702084,0,161,8,2018-10-12 10:11:00.000,152,4,100010392674593,161
100010392674593_950541128635634,0,25,2,2018-10-13 01:37:00.000,18,10,100010392674593,25
100010392674593_950586001964480,,60,34,2018-10-13 02:54:00.000,35,0,100010392674593,60
100010392674593_952728831750197,,20,5,2018-10-15 02:11:00.000,17,1,100010392674593,20
100010392674593_952926175063796,,13,5,2018-10-15 07:16:00.000,9,0,100010392674593,13
100010392674593_955320384824375,,8,1,2018-10-16 03:21:00.000,7,0,100010392674593,8
100010392674593_956165978073149,,10,2,2018-10-16 07:58:00.000,10,0,100010392674593,10
100010392674593_957555571267523,,19,7,2018-10-17 02:41:00.000,15,0,100010392674593,19
100010392674593_957643934592020,,9,2,2018-10-17 04:38:00.000,7,0,100010392674593,9
100010392674593_957707301252350,,5,0,2018-10-17 07:02:00.000,6,0,100010392674593,5
100010392674593_966448010378279,,7,0,2018-10-27 03:27:00.000,7,0,100010392674593,7
100010392674593_966828063673607,,61,44,2018-10-27 14:50:00.000,27,0,100010392674593,61
100010392674593_967325136957233,,12,1,2018-10-28 04:29:00.000,11,0,100010392674593,12
100010392674593_967404743615939,,67,8,2018-10-28 07:11:00.000,65,0,100010392674593,67
100010392674593_967589756930771,,102,77,2018-10-28 14:21:00.000,43,0,100010392674593,102
100010392674593_968072090215871,,7,1,2018-10-29 02:31:00.000,6,0,100010392674593,7
100010392674593_968253946864352,,25,4,2018-10-29 08:42:00.000,22,0,100010392674593,25
100010392674593_968931510129929,,4,0,2018-10-30 02:24:00.000,4,0,100010392674593,4
100010392674593_969102780112802,,5,1,2018-10-30 07:55:00.000,4,0,100010392674593,5
100010392674593_969751510047929,,4,0,2018-10-31 03:11:00.000,4,0,100010392674593,4
100010392674593_969895433366870,,20,6,2018-10-31 07:27:00.000,14,6,100010392674593,20
100010392674593_970096290013451,,9,1,2018-10-31 14:08:00.000,10,0,100010392674593,9
100010392674593_970543916635355,,7,1,2018-11-01 02:21:00.000,8,0,100010392674593,7
100010392674593_971374429885637,,19,8,2018-11-02 03:01:00.000,15,0,100010392674593,19
100010392674593_971442786545468,,2,0,2018-11-02 04:45:00.000,3,0,100010392674593,2
100010392674593_971530843203329,,10,4,2018-11-02 08:13:00.000,8,0,100010392674593,10
100010392674593_972638993092514,,8,2,2018-11-03 14:55:00.000,8,0,100010392674593,8
100010392674593_973099029713177,0,20,4,2018-11-04 03:00:00.000,15,1,100010392674593,20
100010392674593_973484789674601,,60,26,2018-11-04 15:06:00.000,41,0,100010392674593,60
100010392674593_973949126294834,,4,0,2018-11-05 02:31:00.000,5,0,100010392674593,4
100010392674593_974014776288269,,19,5,2018-11-05 03:58:00.000,18,0,100010392674593,19
100010392674593_974132026276544,,42,20,2018-11-05 07:01:00.000,25,0,100010392674593,42
100010392674593_974171896272557,,12,4,2018-11-05 08:46:00.000,11,0,100010392674593,12
100010392674593_974390006250746,,6,0,2018-11-05 15:38:00.000,7,0,100010392674593,6
100010392674593_974876466202100,,93,28,2018-11-06 02:31:00.000,73,0,100010392674593,93
100010392674593_975095159513564,,9,0,2018-11-06 09:17:00.000,10,0,100010392674593,9
100010392674593_980161859006894,,7,1,2018-11-12 03:31:00.000,6,0,100010392674593,7
100010392674593_980303702326043,,7,0,2018-11-12 07:26:00.000,8,0,100010392674593,7
100010392674593_981058072250606,,10,4,2018-11-13 03:16:00.000,8,0,100010392674593,10
100010392674593_981850718838008,,13,3,2018-11-14 01:49:00.000,12,0,100010392674593,13
100010392674593_981962585493488,,5,0,2018-11-14 05:03:52.667,6,0,100010392674593,5
100010392674593_982056645484082,,38,12,2018-11-14 07:03:52.665,28,0,100010392674593,38
100010392674593_994291770927236,,3,0,2018-11-28 02:25:00.000,0,0,100010392674593,3
100010392674593_994456590910754,,7,1,2018-11-28 07:53:00.000,6,1,100010392674593,7
100010392674593_997026477320432,0,43,20,2018-12-01 02:10:00.000,32,2,100010392674593,43
100010392674593_998304643859282,,6,0,2018-12-02 03:17:00.000,6,0,100010392674593,6
100010392674593_999325453757201,,24,6,2018-12-03 03:40:00.000,21,0,100010392674593,24
100010392674593_999473210409092,,4,0,2018-12-03 09:07:00.000,5,0,100010392674593,4
100010505070292_361431137550386,,1547,85,2018-12-13 04:42:00.000,1460,0,100010505070292,1547
100010505070292_401832456843587,,1158,51,2018-12-27 17:00:00.000,1348,0,100010505070292,1158
100010505070292_427998840893615,0,1543,10,2018-10-15 03:26:00.000,1741,1,100010505070292,1543
100010505070292_494504720909693,,1165,64,2018-12-25 17:00:00.000,1336,0,100010505070292,1165
100010505070292_543580092668822,,1088,41,2018-11-07 01:20:00.000,1239,0,100010505070292,1088
100010505070292_615254705501360,,1468,51,2018-10-15 03:43:00.000,1560,0,100010505070292,1468
100010505070292_630954930598004,,1615,44,2018-10-25 03:50:00.000,1567,0,100010505070292,1615
100010505070292_719643241729172,,1660,81,2018-10-27 07:45:00.000,1560,0,100010505070292,1660
100010505070292_726274274399402,,1611,37,2018-10-17 04:02:00.000,1602,0,100010505070292,1611
100010505070292_736130530080443,,2472,52,2018-10-06 12:45:00.000,2460,0,100010505070292,2472
100010505070292_737571663269663,,927,0,2018-12-25 17:00:00.000,164,0,100010505070292,927
100010505070292_741406556219507,0,1859,72,2018-10-16 12:12:00.000,1623,6,100010505070292,1859
100010505070292_746373915722771,,1480,61,2018-10-25 14:19:00.000,1492,0,100010505070292,1480
100010505070292_775249959501833,0,1734,52,2018-12-09 13:02:00.000,1338,4,100010505070292,1734
100010505070292_784532291906933,,409,53,2018-12-21 09:05:00.000,766,0,100010505070292,409
100010505070292_788316998195129,0,655,47,2018-12-26 17:00:00.000,602,2,100010505070292,655
100010505070292_788707658156063,,135,15,2018-12-27 17:00:00.000,106,0,100010505070292,135
100011674677384_396342417431577,0,486,0,2018-12-24 11:15:00.000,1377,1,100011674677384,486
100011674677384_449580708774414,,1333,92,2018-12-29 17:00:00.000,1474,0,100011674677384,1333
100011674677384_491277407938077,,937,10,2018-10-15 10:07:00.000,1040,0,100011674677384,937
100011674677384_546891652376652,,1159,0,2018-12-15 11:33:00.000,1417,0,100011674677384,1159
100011674677384_571661326566351,,82,86,2018-11-10 02:15:00.000,420,0,100011674677384,82
100011674677384_606236189775531,,1770,91,2018-12-26 17:00:00.000,1938,0,100011674677384,1770
100011674677384_696568184075664,,2052,58,2018-10-10 11:14:14.215,2052,0,100011674677384,2052
100011674677384_698724137193402,0,1864,64,2018-10-14 14:06:00.000,1866,8,100011674677384,1864
100011674677384_699219863810496,0,340,20,2018-10-15 13:40:00.000,339,2,100011674677384,340
100011674677384_704829616582854,,645,97,2018-12-24 17:00:00.000,659,0,100011674677384,645
100011674677384_715057652226717,,568,41,2018-11-12 13:51:00.000,579,0,100011674677384,568
100011674677384_734435643622251,0,17,63,2018-12-13 13:06:00.000,1520,5,100011674677384,17
100011674677384_734752970257185,,8,33,2018-12-14 01:30:00.000,462,0,100011674677384,8
100011674677384_736056833460132,,14,57,2018-12-16 03:47:00.000,1077,0,100011674677384,14
100011674677384_736276593438156,,12,25,2018-12-16 14:16:24.356,1527,0,100011674677384,12
100011674677384_740410193024796,,428,72,2018-12-23 06:25:00.000,590,0,100011674677384,428
100011674677384_740974036301745,,420,24,2018-12-24 05:28:00.000,1046,0,100011674677384,420
100011674677384_743049099427572,,689,76,2018-12-26 17:00:00.000,664,0,100011674677384,689
100011674677384_745541702511645,,1235,58,2018-12-30 17:00:00.000,1196,0,100011674677384,1235
100011773579602_291051457963971,,2108,85,2018-11-15 02:05:00.000,1918,0,100011773579602,2108
100011773579602_392947894440993,,1260,100,2018-11-27 07:37:00.000,1580,0,100011773579602,1260
100011773579602_422835181452264,,1896,65,2018-10-28 16:48:00.000,2061,0,100011773579602,1896
100011773579602_457160561353059,,787,76,2018-12-31 05:00:00.000,651,0,100011773579602,787
100011773579602_569794790089635,,2777,0,2018-12-25 05:00:00.000,1744,0,100011773579602,2777
100011773579602_598495827219531,0,1722,968,2018-10-01 13:00:00.000,1647,68,100011773579602,1722
100011773579602_599401143795666,,1802,63,2018-10-03 15:11:00.000,1861,0,100011773579602,1802
100011773579602_600736156995498,,2013,64,2018-10-06 12:44:00.000,1952,0,100011773579602,2013
100011773579602_601274033608377,,2188,66,2018-10-07 13:56:00.000,2169,0,100011773579602,2188
100011773579602_601500000252447,,1582,77,2018-10-08 02:12:00.000,1597,0,100011773579602,1582
100011773579602_602799866789127,,2028,64,2018-10-11 01:18:00.000,2011,0,100011773579602,2028
100011773579602_604983616570752,,1675,88,2018-10-16 03:04:00.000,1509,0,100011773579602,1675
100011773579602_605422829860164,,1677,54,2018-10-17 03:01:00.000,1785,0,100011773579602,1677
100011773579602_605511759851271,,1830,57,2018-10-17 09:03:40.348,1932,0,100011773579602,1830
100011773579602_605599053175875,0,1461,60,2018-10-17 12:59:00.000,1155,5,100011773579602,1461
100011773579602_606041886464925,,1458,78,2018-10-18 13:05:00.000,1020,0,100011773579602,1458
100011773579602_606547859747661,0,1997,152,2018-10-19 13:09:00.000,2010,18,100011773579602,1997
100011773579602_609847286084385,0,1153,63,2018-10-26 12:41:00.000,1164,1,100011773579602,1153
100011773579602_610159389386508,,127,10,2018-12-04 08:09:00.000,209,0,100011773579602,127
100011773579602_610159972719783,,40,29,2018-10-27 04:57:00.000,38,0,100011773579602,40
100011773579602_614241382311642,,1803,66,2018-11-04 12:26:00.000,1857,0,100011773579602,1803
100011773579602_619155655153548,0,1163,113,2018-11-14 12:59:00.000,1142,20,100011773579602,1163
100011773579602_628209544248159,,2121,101,2018-12-01 05:12:00.000,2095,0,100011773579602,2121
100011773579602_628707927531654,,1247,107,2018-12-02 02:21:00.000,1250,0,100011773579602,1247
100011773579602_628952110840569,,1861,65,2018-12-02 13:00:00.000,1861,0,100011773579602,1861
100011773579602_629241934144920,,1511,52,2018-12-03 02:04:00.000,1506,0,100011773579602,1511
100011773579602_629775260758254,,2091,88,2018-12-04 01:36:00.000,2077,0,100011773579602,2091
100011773579602_634877380248042,,141,68,2018-12-12 12:01:00.000,142,0,100011773579602,141
100011773579602_640314606370986,,481,75,2018-12-22 13:01:00.000,641,0,100011773579602,481
100011773579602_640705309665249,,475,60,2018-12-23 04:26:00.000,470,0,100011773579602,475
100011773579602_641461026256344,,1054,174,2018-12-24 13:00:00.000,1056,0,100011773579602,1054
100011773579602_641882092880904,,1053,68,2018-12-25 05:00:00.000,460,0,100011773579602,1053
100011773579602_642790109456769,,451,63,2018-12-26 05:00:00.000,427,0,100011773579602,451
100011773579602_643297509406029,,581,62,2018-12-27 05:00:00.000,542,0,100011773579602,581
100011773579602_643833586019088,,1271,62,2018-12-28 05:00:00.000,1147,0,100011773579602,1271
100011773579602_644845375917909,,730,52,2018-12-30 05:00:00.000,565,0,100011773579602,730
100012326612818_317885605298991,,1503,0,2018-12-26 17:00:00.000,1070,0,100012326612818,1503
100012326612818_542781382809411,,1999,59,2018-10-04 14:02:14.528,1966,0,100012326612818,1999
100012326612818_543140669440149,,206,15,2018-10-05 08:29:00.000,206,0,100012326612818,206
100012326612818_545373589216857,,2078,64,2018-10-10 12:13:00.000,2042,0,100012326612818,2078
100012326612818_546192709134945,,204,14,2018-10-12 10:06:00.000,204,0,100012326612818,204
100012326612818_546591022428447,0,1794,61,2018-10-13 07:41:00.000,1758,4,100012326612818,1794
100012326612818_548737155547167,,251,13,2018-10-18 08:18:00.000,247,0,100012326612818,251
100012326612818_549116608842555,,157,24,2018-10-19 04:12:00.000,157,0,100012326612818,157
100012326612818_552307615190121,,155,19,2018-10-26 12:28:00.000,155,1,100012326612818,155
100012326612818_552311538523062,,2033,86,2018-10-26 12:40:00.000,2014,0,100012326612818,2033
100012326612818_553314588422757,,2055,58,2018-10-28 13:57:00.000,2059,0,100012326612818,2055
100012326612818_553617155059167,,2108,36,2018-10-29 06:49:00.000,2097,0,100012326612818,2108
100012326612818_557021644718718,,108,11,2018-11-05 16:02:24.333,109,0,100012326612818,108
100012326612818_559198211167728,,2041,50,2018-11-10 03:55:00.000,2020,0,100012326612818,2041
100012326612818_559942917759924,,2091,30,2018-11-11 14:13:04.310,2072,0,100012326612818,2091
100012326612818_572144536539762,,167,17,2018-12-05 10:15:00.000,166,0,100012326612818,167
100012326612818_573321463088736,,146,19,2018-12-07 11:38:00.000,136,0,100012326612818,146
100012326612818_573759583044924,,1087,52,2018-12-08 06:32:00.000,641,0,100012326612818,1087
100012326612818_575318076222408,,1708,69,2018-12-11 04:08:00.000,1879,0,100012326612818,1708
100012326612818_580905408997008,,80,23,2018-12-21 10:24:00.000,80,0,100012326612818,80
100012326612818_580959698991579,,49,28,2018-12-21 12:31:00.000,49,0,100012326612818,49
100012326612818_581835565570659,,125,19,2018-12-23 06:54:00.000,117,0,100012326612818,125
100012326612818_582296908857858,,118,23,2018-12-24 06:33:00.000,110,0,100012326612818,118
100012326612818_583372312083651,,26,16,2018-12-25 17:00:00.000,14,0,100012326612818,26
100012326612818_584018292019053,,108,17,2018-12-26 17:00:00.000,104,0,100012326612818,108
100012326612818_584547125299503,,108,19,2018-12-27 17:00:00.000,103,0,100012326612818,108
100012326612818_585133238574225,0,784,67,2018-12-28 17:00:00.000,718,1,100012326612818,784
100014723588631_473514066482709,,1,0,2018-10-06 16:28:00.000,1,0,100014723588631,1
100014723588631_512632139237568,,2,0,2018-12-22 14:03:00.000,2,0,100014723588631,2
1017051403_10205152957876354,,2902,10,2018-10-02 08:08:00.000,3048,0,1017051403,2902
1017051403_10213293289539558,,1798,96,2018-10-16 09:17:00.000,2011,0,1017051403,1798
1017051403_10213549626507822,,1787,93,2018-11-13 03:32:00.000,1972,0,1017051403,1787
1017051403_10213658355145970,,1939,90,2018-12-23 02:48:00.000,2024,0,1017051403,1939
1017051403_10213800113849849,,13,57,2018-12-16 03:13:00.000,1956,0,1017051403,13
1017051403_10215859071922514,,2127,79,2018-10-03 12:56:00.000,2160,0,1017051403,2127
1017051403_10215865566804882,,1900,54,2018-10-04 13:30:14.181,1907,0,1017051403,1900
1017051403_10215872280292715,,2080,72,2018-10-05 13:00:00.000,2085,5,1017051403,2080
1017051403_10215879201865750,,2108,54,2018-10-06 12:43:00.000,2107,0,1017051403,2108
1017051403_10215879458712171,,2280,69,2018-10-06 13:00:00.000,2212,5,1017051403,2280
1017051403_10215895257667135,0,2415,177,2018-10-08 13:30:00.000,2367,21,1017051403,2415
1017051403_10215899919983690,,2068,10,2018-10-09 03:22:00.000,1747,0,1017051403,2068
1017051403_10215915828581395,,1946,53,2018-10-11 13:00:00.000,1794,0,1017051403,1946
1017051403_10215927412110976,,2032,64,2018-10-13 06:18:00.000,2043,5,1017051403,2032
1017051403_10215950321203689,,2104,54,2018-10-16 13:00:00.000,1903,3,1017051403,2104
1017051403_10216144405415673,,1538,72,2018-11-14 14:04:00.000,1548,0,1017051403,1538
1017051403_10216156372114833,,852,53,2018-11-16 06:27:00.000,864,0,1017051403,852
1017051403_10216350987700101,,12,62,2018-12-14 04:17:00.000,1755,0,1017051403,12
1017051403_10216364427876097,,9,85,2018-12-16 03:15:00.000,2176,11,1017051403,9
1017051403_10216408499737866,0,21,76,2018-12-22 12:45:00.000,730,11,1017051403,21
1017051403_10216412630121123,,14,121,2018-12-23 02:59:00.000,579,0,1017051403,14
1017051403_10216423113183193,,14,110,2018-12-24 14:48:00.000,1478,0,1017051403,14
1017051403_10216428721123388,,1431,91,2018-12-24 17:00:00.000,1393,0,1017051403,1431
1017051403_10216475840141334,,977,59,2018-12-30 17:00:00.000,955,0,1017051403,977
105557324613_10157011864044614,0,1210,11,2018-10-01 03:30:00.000,1196,4,105557324613,1210
105557324613_10157012161669614,0,405,146,2018-10-01 13:00:00.000,16152,64,105557324613,405
105557324613_10157012177284614,0,93,7,2018-10-02 13:00:00.000,6028,3,105557324613,93
105557324613_10157012206934614,0,76,4,2018-10-05 04:50:00.000,70,4,105557324613,76
105557324613_10157012216199614,0,234,8,2018-10-06 04:50:00.000,228,1,105557324613,234
105557324613_10157012225389614,,63,0,2018-10-07 13:00:00.000,63,0,105557324613,63
105557324613_10157014009794614,,963,5,2018-10-01 01:30:00.000,961,0,105557324613,963
105557324613_10157019043564614,,734,20,2018-10-02 04:00:00.000,722,1,105557324613,734
105557324613_10157021572139614,,1199,20,2018-10-03 03:30:00.000,1193,1,105557324613,1199
105557324613_10157021588559614,0,178,3,2018-10-07 02:00:00.000,172,1,105557324613,178
105557324613_10157023987824614,0,1046,27,2018-10-06 02:19:00.000,1034,2,105557324613,1046
105557324613_10157026546944614,0,772,5,2018-10-08 03:00:00.000,765,13,105557324613,772
105557324613_10157027140209614,0,61,3,2018-10-05 00:30:00.000,56,2,105557324613,61
105557324613_10157027141799614,,27,1,2018-10-05 01:00:00.000,26,0,105557324613,27
105557324613_10157029031909614,0,34,0,2018-10-05 03:50:00.000,32,2,105557324613,34
105557324613_10157029037594614,0,568,10,2018-10-05 03:53:00.000,557,4,105557324613,568
105557324613_10157029055424614,,64,0,2018-10-05 04:30:00.000,64,0,105557324613,64
105557324613_10157029057869614,0,278,2,2018-10-05 04:30:00.000,274,2,105557324613,278
105557324613_10157029063484614,0,264,6,2018-10-05 04:45:00.000,257,4,105557324613,264
105557324613_10157029069114614,0,382,11,2018-10-05 04:50:00.000,372,7,105557324613,382
